DATE,BAMLCC0A0CMTRIV
2008-11-11,1473.82
2008-11-12,1481.14
2008-11-13,1472.97
2008-11-14,1478.87
2008-11-17,1480.36
2008-11-18,1485.09
2008-11-19,1489.19
2008-11-20,1493.17
2008-11-21,1479.67
2008-11-24,1469.46
2008-11-25,1482.47
2008-11-26,1486.54
2008-11-27,1486.83
2008-11-28,1490.58
2008-11-30,1491.16
2008-12-01,1507.20
2008-12-02,1504.23
2008-12-03,1504.21
2008-12-04,1510.56
2008-12-05,1502.80
2008-12-08,1500.45
2008-12-09,1508.16
2008-12-10,1507.56
2008-12-11,1512.78
2008-12-12,1515.98
2008-12-15,1520.71
2008-12-16,1533.71
2008-12-17,1550.25
2008-12-18,1564.80
2008-12-19,1564.83
2008-12-22,1564.09
2008-12-23,1564.36
2008-12-24,1566.31
2008-12-25,.
2008-12-26,1571.99
2008-12-29,1575.50
2008-12-30,1582.29
2008-12-31,1573.98
2009-01-01,.
2009-01-02,1561.71
2009-01-05,1561.42
2009-01-06,1571.17
2009-01-07,1580.12
2009-01-08,1588.51
2009-01-09,1594.88
2009-01-12,1604.57
2009-01-13,1604.49
2009-01-14,1608.51
2009-01-15,1607.07
2009-01-16,1607.75
2009-01-19,1608.63
2009-01-20,1602.57
2009-01-21,1585.48
2009-01-22,1580.56
2009-01-23,1577.81
2009-01-26,1578.42
2009-01-27,1592.96
2009-01-28,1586.24
2009-01-29,1577.77
2009-01-30,1579.19
2009-01-31,1579.22
2009-02-02,1590.46
2009-02-03,1579.94
2009-02-04,1576.92
2009-02-05,1581.29
2009-02-06,1579.06
2009-02-09,1580.74
2009-02-10,1598.36
2009-02-11,1606.19
2009-02-12,1606.46
2009-02-13,1589.69
2009-02-16,1590.58
2009-02-17,1604.64
2009-02-18,1593.75
2009-02-19,1580.48
2009-02-20,1580.18
2009-02-23,1579.07
2009-02-24,1570.79
2009-02-25,1559.77
2009-02-26,1556.23
2009-02-27,1553.74
2009-02-28,1554.62
2009-03-02,1559.52
2009-03-03,1550.34
2009-03-04,1539.32
2009-03-05,1548.19
2009-03-06,1541.81
2009-03-09,1532.11
2009-03-10,1521.77
2009-03-11,1525.73
2009-03-12,1528.49
2009-03-13,1529.28
2009-03-16,1525.87
2009-03-17,1522.57
2009-03-18,1552.80
2009-03-19,1548.01
2009-03-20,1546.02
2009-03-23,1544.38
2009-03-24,1547.40
2009-03-25,1538.10
2009-03-26,1544.33
2009-03-27,1545.75
2009-03-30,1548.93
2009-03-31,1551.40
2009-04-01,1554.89
2009-04-02,1550.41
2009-04-03,1539.61
2009-04-06,1540.75
2009-04-07,1546.25
2009-04-08,1554.85
2009-04-09,1553.45
2009-04-10,.
2009-04-13,1564.66
2009-04-14,1573.43
2009-04-15,1580.34
2009-04-16,1580.01
2009-04-17,1578.90
2009-04-20,1591.02
2009-04-21,1587.15
2009-04-22,1583.63
2009-04-23,1589.05
2009-04-24,1587.26
2009-04-27,1595.74
2009-04-28,1592.01
2009-04-29,1592.85
2009-04-30,1599.25
2009-05-01,1601.94
2009-05-04,1607.16
2009-05-05,1613.41
2009-05-06,1619.51
2009-05-07,1618.34
2009-05-08,1626.60
2009-05-11,1637.33
2009-05-12,1640.09
2009-05-13,1645.54
2009-05-14,1644.72
2009-05-15,1644.75
2009-05-18,1639.49
2009-05-19,1642.33
2009-05-20,1653.13
2009-05-21,1644.88
2009-05-22,1640.40
2009-05-25,1641.28
2009-05-26,1642.51
2009-05-27,1636.02
2009-05-28,1644.80
2009-05-29,1668.28
2009-05-31,1668.57
2009-06-01,1654.34
2009-06-02,1669.99
2009-06-03,1682.87
2009-06-04,1671.95
2009-06-05,1661.93
2009-06-08,1664.11
2009-06-09,1669.37
2009-06-10,1667.95
2009-06-11,1678.86
2009-06-12,1686.72
2009-06-15,1695.69
2009-06-16,1700.66
2009-06-17,1702.15
2009-06-18,1687.96
2009-06-19,1696.17
2009-06-22,1705.64
2009-06-23,1710.18
2009-06-24,1705.82
2009-06-25,1716.64
2009-06-26,1719.36
2009-06-29,1719.74
2009-06-30,1719.22
2009-07-01,1719.17
2009-07-02,1725.17
2009-07-03,1725.47
2009-07-06,1725.45
2009-07-07,1730.23
2009-07-08,1745.17
2009-07-09,1732.97
2009-07-10,1744.15
2009-07-13,1741.90
2009-07-14,1734.16
2009-07-15,1725.19
2009-07-16,1733.09
2009-07-17,1730.72
2009-07-20,1741.73
2009-07-21,1755.71
2009-07-22,1749.38
2009-07-23,1738.37
2009-07-24,1745.49
2009-07-27,1745.15
2009-07-28,1750.89
2009-07-29,1758.36
2009-07-30,1768.95
2009-07-31,1787.09
2009-08-03,1778.36
2009-08-04,1779.68
2009-08-05,1776.34
2009-08-06,1784.01
2009-08-07,1776.69
2009-08-10,1788.76
2009-08-11,1794.03
2009-08-12,1790.08
2009-08-13,1801.85
2009-08-14,1804.37
2009-08-17,1807.67
2009-08-18,1803.08
2009-08-19,1809.05
2009-08-20,1811.65
2009-08-21,1800.86
2009-08-24,1810.39
2009-08-25,1816.71
2009-08-26,1819.42
2009-08-27,1818.43
2009-08-28,1821.42
2009-08-31,1825.74
2009-09-01,1827.01
2009-09-02,1835.43
2009-09-03,1832.29
2009-09-04,1822.69
2009-09-07,1823.58
2009-09-08,1823.07
2009-09-09,1823.76
2009-09-10,1841.38
2009-09-11,1844.12
2009-09-14,1840.07
2009-09-15,1839.27
2009-09-16,1840.57
2009-09-17,1849.51
2009-09-18,1844.04
2009-09-21,1844.55
2009-09-22,1850.10
2009-09-23,1853.87
2009-09-24,1857.23
2009-09-25,1861.95
2009-09-28,1865.81
2009-09-29,1865.22
2009-09-30,1862.31
2009-10-01,1871.05
2009-10-02,1866.02
2009-10-05,1867.39
2009-10-06,1867.48
2009-10-07,1875.88
2009-10-08,1867.83
2009-10-09,1854.82
2009-10-12,1855.72
2009-10-13,1865.25
2009-10-14,1855.64
2009-10-15,1852.21
2009-10-16,1859.07
2009-10-19,1863.34
2009-10-20,1871.64
2009-10-21,1865.69
2009-10-22,1866.17
2009-10-23,1862.77
2009-10-26,1857.50
2009-10-27,1869.35
2009-10-28,1874.29
2009-10-29,1864.46
2009-10-30,1877.49
2009-10-31,1877.52
2009-11-02,1874.72
2009-11-03,1869.12
2009-11-04,1862.25
2009-11-05,1866.20
2009-11-06,1870.64
2009-11-09,1872.95
2009-11-10,1873.55
2009-11-11,1873.85
2009-11-12,1877.98
2009-11-13,1880.54
2009-11-16,1892.14
2009-11-17,1893.76
2009-11-18,1889.48
2009-11-19,1892.15
2009-11-20,1891.10
2009-11-23,1891.61
2009-11-24,1896.33
2009-11-25,1899.25
2009-11-26,1899.54
2009-11-27,1904.01
2009-11-30,1904.09
2009-12-01,1897.36
2009-12-02,1895.36
2009-12-03,1892.52
2009-12-04,1883.45
2009-12-07,1890.07
2009-12-08,1896.94
2009-12-09,1895.09
2009-12-10,1890.45
2009-12-11,1889.14
2009-12-14,1892.74
2009-12-15,1888.71
2009-12-16,1890.94
2009-12-17,1904.80
2009-12-18,1900.82
2009-12-21,1889.80
2009-12-22,1886.23
2009-12-23,1886.71
2009-12-24,1881.64
2009-12-25,.
2009-12-28,1879.92
2009-12-29,1885.24
2009-12-30,1890.06
2009-12-31,1885.00
2010-01-01,.
2010-01-04,1888.62
2010-01-05,1901.41
2010-01-06,1898.35
2010-01-07,1898.99
2010-01-08,1903.22
2010-01-11,1904.37
2010-01-12,1915.34
2010-01-13,1908.25
2010-01-14,1914.97
2010-01-15,1919.63
2010-01-18,1920.53
2010-01-19,1916.16
2010-01-20,1921.49
2010-01-21,1925.87
2010-01-22,1924.59
2010-01-25,1919.19
2010-01-26,1918.72
2010-01-27,1917.41
2010-01-28,1915.88
2010-01-29,1922.56
2010-01-31,1922.86
2010-02-01,1916.06
2010-02-02,1919.43
2010-02-03,1912.94
2010-02-04,1920.32
2010-02-05,1924.32
2010-02-08,1919.16
2010-02-09,1912.97
2010-02-10,1905.85
2010-02-11,1902.67
2010-02-12,1906.10
2010-02-15,1907.00
2010-02-16,1909.64
2010-02-17,1901.80
2010-02-18,1899.17
2010-02-19,1903.25
2010-02-22,1904.26
2010-02-23,1916.37
2010-02-24,1916.23
2010-02-25,1922.34
2010-02-26,1928.87
2010-02-28,1930.07
2010-03-01,1926.96
2010-03-02,1929.65
2010-03-03,1928.88
2010-03-04,1931.80
2010-03-05,1925.54
2010-03-08,1925.81
2010-03-09,1927.98
2010-03-10,1927.28
2010-03-11,1928.78
2010-03-12,1931.42
2010-03-15,1933.12
2010-03-16,1940.19
2010-03-17,1942.75
2010-03-18,1941.17
2010-03-19,1940.83
2010-03-22,1944.39
2010-03-23,1943.13
2010-03-24,1928.59
2010-03-25,1923.86
2010-03-26,1929.44
2010-03-29,1930.51
2010-03-30,1931.02
2010-03-31,1936.76
2010-04-01,1935.17
2010-04-02,.
2010-04-05,1922.58
2010-04-06,1925.76
2010-04-07,1938.27
2010-04-08,1935.76
2010-04-09,1937.75
2010-04-12,1944.31
2010-04-13,1949.23
2010-04-14,1946.39
2010-04-15,1949.35
2010-04-16,1957.51
2010-04-19,1953.41
2010-04-20,1955.55
2010-04-21,1963.38
2010-04-22,1958.94
2010-04-23,1954.46
2010-04-26,1954.70
2010-04-27,1967.12
2010-04-28,1957.23
2010-04-29,1963.51
2010-04-30,1970.81
2010-05-03,1966.14
2010-05-04,1974.08
2010-05-05,1975.55
2010-05-06,1982.80
2010-05-07,1964.37
2010-05-10,1961.37
2010-05-11,1959.63
2010-05-12,1958.40
2010-05-13,1961.81
2010-05-14,1972.84
2010-05-17,1969.85
2010-05-18,1978.79
2010-05-19,1973.21
2010-05-20,1973.43
2010-05-21,1976.75
2010-05-24,1972.10
2010-05-25,1969.91
2010-05-26,1963.84
2010-05-27,1952.38
2010-05-28,1958.95
2010-05-31,1959.55
2010-06-01,1958.74
2010-06-02,1952.55
2010-06-03,1950.71
2010-06-04,1968.99
2010-06-07,1968.49
2010-06-08,1967.32
2010-06-09,1964.44
2010-06-10,1949.46
2010-06-11,1961.13
2010-06-14,1956.96
2010-06-15,1954.22
2010-06-16,1959.15
2010-06-17,1970.58
2010-06-18,1968.42
2010-06-21,1970.54
2010-06-22,1978.67
2010-06-23,1983.69
2010-06-24,1980.81
2010-06-25,1982.87
2010-06-28,1991.88
2010-06-29,1997.34
2010-06-30,1999.87
2010-07-01,2002.22
2010-07-02,1996.44
2010-07-05,1997.34
2010-07-06,2004.82
2010-07-07,1999.64
2010-07-08,1997.68
2010-07-09,1995.73
2010-07-12,1998.76
2010-07-13,1995.44
2010-07-14,2005.01
2010-07-15,2014.09
2010-07-16,2019.19
2010-07-19,2016.57
2010-07-20,2020.14
2010-07-21,2027.74
2010-07-22,2024.18
2010-07-23,2019.09
2010-07-26,2022.91
2010-07-27,2021.13
2010-07-28,2027.38
2010-07-29,2029.57
2010-07-30,2040.77
2010-07-31,2040.80
2010-08-02,2034.63
2010-08-03,2041.83
2010-08-04,2038.66
2010-08-05,2042.02
2010-08-06,2051.17
2010-08-09,2051.11
2010-08-10,2051.92
2010-08-11,2060.00
2010-08-12,2056.01
2010-08-13,2062.34
2010-08-16,2076.68
2010-08-17,2070.23
2010-08-18,2073.67
2010-08-19,2081.26
2010-08-20,2077.39
2010-08-23,2078.53
2010-08-24,2088.97
2010-08-25,2083.25
2010-08-26,2087.35
2010-08-27,2068.53
2010-08-30,2080.46
2010-08-31,2085.47
2010-09-01,2073.68
2010-09-02,2069.21
2010-09-03,2064.32
2010-09-06,2065.22
2010-09-07,2078.33
2010-09-08,2073.20
2010-09-09,2060.45
2010-09-10,2059.10
2010-09-13,2068.41
2010-09-14,2077.14
2010-09-15,2069.96
2010-09-16,2066.25
2010-09-17,2068.56
2010-09-20,2074.10
2010-09-21,2086.52
2010-09-22,2090.24
2010-09-23,2089.78
2010-09-24,2084.02
2010-09-27,2095.71
2010-09-28,2102.07
2010-09-29,2097.13
2010-09-30,2097.78
2010-10-01,2097.01
2010-10-04,2101.34
2010-10-05,2103.29
2010-10-06,2112.99
2010-10-07,2112.63
2010-10-08,2113.41
2010-10-11,2114.32
2010-10-12,2109.90
2010-10-13,2109.67
2010-10-14,2100.17
2010-10-15,2091.16
2010-10-18,2101.12
2010-10-19,2104.17
2010-10-20,2104.74
2010-10-21,2100.04
2010-10-22,2099.93
2010-10-25,2104.27
2010-10-26,2094.97
2010-10-27,2089.77
2010-10-28,2094.48
2010-10-29,2101.88
2010-10-31,2102.19
2010-11-01,2101.00
2010-11-02,2108.62
2010-11-03,2102.04
2010-11-04,2115.95
2010-11-05,2109.51
2010-11-08,2108.79
2010-11-09,2096.55
2010-11-10,2098.91
2010-11-11,2099.21
2010-11-12,2087.58
2010-11-15,2070.71
2010-11-16,2078.93
2010-11-17,2076.76
2010-11-18,2075.45
2010-11-19,2078.07
2010-11-22,2085.70
2010-11-23,2088.77
2010-11-24,2071.99
2010-11-25,2072.29
2010-11-26,2080.26
2010-11-29,2082.74
2010-11-30,2084.21
2010-12-01,2066.83
2010-12-02,2064.47
2010-12-03,2064.40
2010-12-06,2075.42
2010-12-07,2053.98
2010-12-08,2048.51
2010-12-09,2052.17
2010-12-10,2048.07
2010-12-13,2053.07
2010-12-14,2035.52
2010-12-15,2030.61
2010-12-16,2034.82
2010-12-17,2053.19
2010-12-20,2050.71
2010-12-21,2053.78
2010-12-22,2051.85
2010-12-23,2047.48
2010-12-24,2047.78
2010-12-27,2053.71
2010-12-28,2040.44
2010-12-29,2057.42
2010-12-30,2055.09
2010-12-31,2064.45
2011-01-03,2062.60
2011-01-04,2062.70
2011-01-05,2049.00
2011-01-06,2056.02
2011-01-07,2064.58
2011-01-10,2066.66
2011-01-11,2065.33
2011-01-12,2064.12
2011-01-13,2070.29
2011-01-14,2066.70
2011-01-17,2067.61
2011-01-18,2065.02
2011-01-19,2069.53
2011-01-20,2056.99
2011-01-21,2063.08
2011-01-24,2065.82
2011-01-25,2075.47
2011-01-26,2063.97
2011-01-27,2069.78
2011-01-28,2074.45
2011-01-31,2069.34
2011-02-01,2064.40
2011-02-02,2060.48
2011-02-03,2056.49
2011-02-04,2048.01
2011-02-07,2052.14
2011-02-08,2045.23
2011-02-09,2054.38
2011-02-10,2046.73
2011-02-11,2053.10
2011-02-14,2057.79
2011-02-15,2058.76
2011-02-16,2058.39
2011-02-17,2063.92
2011-02-18,2062.52
2011-02-21,2063.42
2011-02-22,2075.97
2011-02-23,2072.57
2011-02-24,2076.71
2011-02-25,2079.17
2011-02-28,2084.00
2011-03-01,2084.91
2011-03-02,2078.68
2011-03-03,2068.11
2011-03-04,2077.56
2011-03-07,2077.51
2011-03-08,2072.96
2011-03-09,2081.04
2011-03-10,2088.35
2011-03-11,2088.21
2011-03-14,2093.45
2011-03-15,2092.01
2011-03-16,2102.48
2011-03-17,2097.78
2011-03-18,2097.03
2011-03-21,2094.03
2011-03-22,2094.38
2011-03-23,2092.90
2011-03-24,2088.75
2011-03-25,2084.43
2011-03-28,2085.31
2011-03-29,2079.87
2011-03-30,2083.63
2011-03-31,2084.57
2011-04-01,2085.65
2011-04-04,2089.43
2011-04-05,2085.27
2011-04-06,2080.65
2011-04-07,2080.79
2011-04-08,2080.23
2011-04-11,2081.64
2011-04-12,2089.17
2011-04-13,2093.44
2011-04-14,2091.65
2011-04-15,2101.05
2011-04-18,2104.77
2011-04-19,2106.98
2011-04-20,2103.44
2011-04-21,2102.90
2011-04-22,.
2011-04-25,2107.88
2011-04-26,2114.87
2011-04-27,2109.36
2011-04-28,2116.36
2011-04-29,2119.67
2011-04-30,2119.97
2011-05-02,2121.88
2011-05-03,2126.23
2011-05-04,2129.58
2011-05-05,2135.28
2011-05-06,2135.89
2011-05-09,2137.59
2011-05-10,2132.26
2011-05-11,2137.05
2011-05-12,2131.13
2011-05-13,2135.88
2011-05-16,2141.14
2011-05-17,2144.66
2011-05-18,2138.03
2011-05-19,2138.67
2011-05-20,2140.49
2011-05-23,2142.51
2011-05-24,2143.34
2011-05-25,2140.63
2011-05-26,2148.65
2011-05-27,2147.68
2011-05-30,2148.56
2011-05-31,2150.32
2011-06-01,2158.68
2011-06-02,2147.45
2011-06-03,2150.57
2011-06-06,2148.97
2011-06-07,2149.04
2011-06-08,2154.48
2011-06-09,2149.12
2011-06-10,2152.44
2011-06-13,2149.44
2011-06-14,2137.87
2011-06-15,2151.27
2011-06-16,2155.07
2011-06-17,2150.70
2011-06-20,2149.81
2011-06-21,2148.61
2011-06-22,2147.85
2011-06-23,2155.22
2011-06-24,2156.62
2011-06-27,2146.18
2011-06-28,2135.38
2011-06-29,2132.46
2011-06-30,2132.41
2011-07-01,2130.81
2011-07-04,2131.71
2011-07-05,2138.53
2011-07-06,2143.02
2011-07-07,2139.32
2011-07-08,2154.59
2011-07-11,2163.06
2011-07-12,2163.08
2011-07-13,2165.51
2011-07-14,2158.92
2011-07-15,2160.39
2011-07-18,2157.57
2011-07-19,2162.54
2011-07-20,2157.86
2011-07-21,2151.52
2011-07-22,2158.81
2011-07-25,2153.83
2011-07-26,2161.10
2011-07-27,2159.54
2011-07-28,2164.13
2011-07-29,2181.04
2011-07-31,2181.34
2011-08-01,2188.84
2011-08-02,2203.53
2011-08-03,2205.10
2011-08-04,2217.12
2011-08-05,2200.58
2011-08-08,2202.40
2011-08-09,2212.19
2011-08-10,2210.41
2011-08-11,2176.97
2011-08-12,2191.22
2011-08-15,2184.49
2011-08-16,2194.47
2011-08-17,2201.18
2011-08-18,2205.77
2011-08-19,2204.82
2011-08-22,2201.69
2011-08-23,2186.56
2011-08-24,2167.60
2011-08-25,2174.77
2011-08-26,2178.47
2011-08-29,2170.10
2011-08-30,2184.18
2011-08-31,2183.58
2011-09-01,2194.38
2011-09-02,2208.80
2011-09-05,2209.71
2011-09-06,2206.90
2011-09-07,2199.59
2011-09-08,2204.87
2011-09-09,2208.37
2011-09-12,2200.33
2011-09-13,2190.91
2011-09-14,2190.49
2011-09-15,2183.44
2011-09-16,2185.84
2011-09-19,2198.89
2011-09-20,2197.10
2011-09-21,2205.90
2011-09-22,2209.18
2011-09-23,2191.44
2011-09-26,2178.86
2011-09-27,2169.17
2011-09-28,2170.57
2011-09-29,2177.49
2011-09-30,2180.66
2011-10-03,2191.44
2011-10-04,2178.07
2011-10-05,2164.61
2011-10-06,2160.83
2011-10-07,2157.44
2011-10-10,2158.35
2011-10-11,2154.85
2011-10-12,2154.86
2011-10-13,2165.35
2011-10-14,2163.02
2011-10-17,2174.14
2011-10-18,2176.00
2011-10-19,2183.37
2011-10-20,2182.54
2011-10-21,2184.59
2011-10-24,2186.58
2011-10-25,2205.12
2011-10-26,2197.50
2011-10-27,2190.35
2011-10-28,2205.21
2011-10-31,2218.92
2011-11-01,2229.78
2011-11-02,2230.36
2011-11-03,2223.57
2011-11-04,2226.10
2011-11-07,2230.97
2011-11-08,2220.03
2011-11-09,2223.59
2011-11-10,2211.81
2011-11-11,2212.11
2011-11-14,2211.47
2011-11-15,2206.07
2011-11-16,2207.35
2011-11-17,2209.16
2011-11-18,2201.82
2011-11-21,2200.69
2011-11-22,2196.80
2011-11-23,2201.44
2011-11-24,2201.74
2011-11-25,2190.00
2011-11-28,2191.58
2011-11-29,2184.65
2011-11-30,2177.51
2011-12-01,2174.01
2011-12-02,2190.57
2011-12-05,2195.50
2011-12-06,2190.67
2011-12-07,2200.09
2011-12-08,2203.23
2011-12-09,2192.21
2011-12-12,2196.14
2011-12-13,2202.03
2011-12-14,2208.31
2011-12-15,2205.86
2011-12-16,2214.15
2011-12-19,2219.10
2011-12-20,2206.27
2011-12-21,2200.29
2011-12-22,2203.56
2011-12-23,2193.08
2011-12-26,.
2011-12-27,2197.34
2011-12-28,2213.46
2011-12-29,2214.83
2011-12-30,2219.42
2011-12-31,2219.45
2012-01-02,.
2012-01-03,2213.17
2012-01-04,2211.03
2012-01-05,2211.84
2012-01-06,2217.88
2012-01-09,2219.69
2012-01-10,2221.22
2012-01-11,2228.55
2012-01-12,2227.56
2012-01-13,2235.90
2012-01-16,2236.81
2012-01-17,2239.56
2012-01-18,2235.41
2012-01-19,2230.93
2012-01-20,2226.88
2012-01-23,2225.99
2012-01-24,2228.20
2012-01-25,2235.53
2012-01-26,2248.83
2012-01-27,2254.60
2012-01-30,2261.82
2012-01-31,2267.90
2012-02-01,2264.21
2012-02-02,2268.96
2012-02-03,2259.31
2012-02-06,2268.81
2012-02-07,2263.72
2012-02-08,2266.12
2012-02-09,2262.20
2012-02-10,2269.95
2012-02-13,2266.43
2012-02-14,2275.15
2012-02-15,2273.10
2012-02-16,2263.92
2012-02-17,2265.10
2012-02-20,2266.01
2012-02-21,2263.61
2012-02-22,2270.67
2012-02-23,2274.07
2012-02-24,2277.74
2012-02-27,2286.00
2012-02-28,2287.98
2012-02-29,2287.15
2012-03-01,2282.53
2012-03-02,2290.84
2012-03-05,2287.93
2012-03-06,2290.06
2012-03-07,2286.59
2012-03-08,2282.40
2012-03-09,2280.78
2012-03-12,2283.29
2012-03-13,2275.01
2012-03-14,2258.50
2012-03-15,2260.57
2012-03-16,2261.82
2012-03-19,2254.49
2012-03-20,2256.04
2012-03-21,2266.24
2012-03-22,2267.46
2012-03-23,2271.79
2012-03-26,2271.92
2012-03-27,2278.43
2012-03-28,2277.45
2012-03-29,2280.84
2012-03-30,2273.61
2012-03-31,2273.65
2012-04-02,2276.12
2012-04-03,2266.27
2012-04-04,2269.50
2012-04-05,2274.71
2012-04-06,.
2012-04-09,2287.68
2012-04-10,2290.93
2012-04-11,2284.94
2012-04-12,2283.91
2012-04-13,2291.05
2012-04-16,2294.59
2012-04-17,2291.35
2012-04-18,2294.16
2012-04-19,2297.17
2012-04-20,2294.89
2012-04-23,2298.78
2012-04-24,2295.36
2012-04-25,2293.66
2012-04-26,2296.62
2012-04-27,2300.38
2012-04-30,2302.66
2012-05-01,2299.10
2012-05-02,2305.38
2012-05-03,2307.16
2012-05-04,2312.24
2012-05-07,2312.24
2012-05-08,2316.42
2012-05-09,2313.49
2012-05-10,2311.66
2012-05-11,2315.76
2012-05-14,2317.38
2012-05-15,2315.89
2012-05-16,2312.64
2012-05-17,2313.64
2012-05-18,2306.42
2012-05-21,2302.51
2012-05-22,2295.23
2012-05-23,2302.67
2012-05-24,2297.16
2012-05-25,2299.18
2012-05-28,2300.09
2012-05-29,2301.91
2012-05-30,2311.76
2012-05-31,2315.99
2012-06-01,2324.17
2012-06-04,2316.91
2012-06-05,2312.66
2012-06-06,2305.17
2012-06-07,2308.21
2012-06-08,2309.89
2012-06-11,2316.56
2012-06-12,2307.72
2012-06-13,2315.60
2012-06-14,2315.45
2012-06-15,2320.68
2012-06-18,2322.32
2012-06-19,2320.59
2012-06-20,2321.51
2012-06-21,2327.85
2012-06-22,2321.80
2012-06-25,2330.64
2012-06-26,2327.82
2012-06-27,2329.12
2012-06-28,2333.73
2012-06-29,2327.24
2012-06-30,2327.55
2012-07-02,2341.00
2012-07-03,2336.17
2012-07-04,2336.47
2012-07-05,2341.37
2012-07-06,2348.66
2012-07-09,2353.86
2012-07-10,2357.93
2012-07-11,2359.93
2012-07-12,2363.82
2012-07-13,2364.44
2012-07-16,2372.26
2012-07-17,2370.89
2012-07-18,2378.66
2012-07-19,2378.61
2012-07-20,2385.46
2012-07-23,2386.88
2012-07-24,2391.27
2012-07-25,2391.31
2012-07-26,2390.38
2012-07-27,2379.37
2012-07-30,2390.10
2012-07-31,2392.89
2012-08-01,2388.22
2012-08-02,2395.97
2012-08-03,2384.41
2012-08-06,2390.47
2012-08-07,2382.06
2012-08-08,2380.79
2012-08-09,2380.00
2012-08-10,2385.50
2012-08-13,2384.12
2012-08-14,2375.13
2012-08-15,2364.27
2012-08-16,2360.81
2012-08-17,2364.53
2012-08-20,2366.61
2012-08-21,2369.37
2012-08-22,2381.19
2012-08-23,2387.37
2012-08-24,2385.47
2012-08-27,2390.67
2012-08-28,2392.75
2012-08-29,2389.95
2012-08-30,2394.07
2012-08-31,2402.45
2012-09-03,2403.35
2012-09-04,2401.42
2012-09-05,2400.08
2012-09-06,2391.01
2012-09-07,2394.30
2012-09-10,2393.99
2012-09-11,2394.97
2012-09-12,2389.08
2012-09-13,2390.44
2012-09-14,2385.24
2012-09-17,2393.11
2012-09-18,2397.46
2012-09-19,2402.18
2012-09-20,2403.08
2012-09-21,2405.31
2012-09-24,2411.07
2012-09-25,2414.69
2012-09-26,2421.12
2012-09-27,2418.03
2012-09-28,2419.60
2012-09-30,2420.20
2012-10-01,2424.10
2012-10-02,2427.68
2012-10-03,2427.94
2012-10-04,2425.03
2012-10-05,2418.95
2012-10-08,2419.85
2012-10-09,2424.24
2012-10-10,2429.63
2012-10-11,2435.20
2012-10-12,2440.16
2012-10-15,2443.21
2012-10-16,2440.01
2012-10-17,2434.87
2012-10-18,2435.64
2012-10-19,2443.12
2012-10-22,2440.11
2012-10-23,2441.19
2012-10-24,2440.02
2012-10-25,2433.70
2012-10-26,2441.87
2012-10-29,2447.74
2012-10-30,.
2012-10-31,2452.05
2012-11-01,2447.23
2012-11-02,2445.34
2012-11-05,2451.00
2012-11-06,2442.93
2012-11-07,2452.28
2012-11-08,2456.66
2012-11-09,2455.47
2012-11-12,2456.37
2012-11-13,2454.95
2012-11-14,2453.73
2012-11-15,2451.05
2012-11-16,2451.15
2012-11-19,2447.52
2012-11-20,2441.71
2012-11-21,2438.76
2012-11-22,2439.06
2012-11-23,2438.75
2012-11-26,2443.88
2012-11-27,2446.80
2012-11-28,2449.10
2012-11-29,2448.58
2012-11-30,2450.04
2012-12-03,2448.84
2012-12-04,2452.37
2012-12-05,2454.00
2012-12-06,2456.01
2012-12-07,2450.21
2012-12-10,2452.88
2012-12-11,2449.20
2012-12-12,2443.33
2012-12-13,2441.38
2012-12-14,2445.62
2012-12-17,2439.11
2012-12-18,2431.20
2012-12-19,2438.16
2012-12-20,2439.14
2012-12-21,2446.62
2012-12-24,2444.10
2012-12-25,.
2012-12-26,2445.73
2012-12-27,2453.41
2012-12-28,2454.31
2012-12-31,2449.56
2013-01-01,.
2013-01-02,2442.11
2013-01-03,2437.24
2013-01-04,2438.35
2013-01-07,2442.18
2013-01-08,2446.51
2013-01-09,2449.27
2013-01-10,2445.49
2013-01-11,2448.68
2013-01-14,2449.82
2013-01-15,2451.88
2013-01-16,2451.47
2013-01-17,2445.00
2013-01-18,2449.68
2013-01-21,2450.56
2013-01-22,2451.92
2013-01-23,2451.59
2013-01-24,2450.49
2013-01-25,2438.24
2013-01-28,2435.92
2013-01-29,2434.04
2013-01-30,2430.59
2013-01-31,2431.99
2013-02-01,2428.75
2013-02-04,2432.72
2013-02-05,2427.32
2013-02-06,2432.81
2013-02-07,2435.22
2013-02-08,2434.82
2013-02-11,2436.95
2013-02-12,2432.14
2013-02-13,2428.27
2013-02-14,2434.95
2013-02-15,2433.59
2013-02-18,2434.47
2013-02-19,2430.66
2013-02-20,2431.41
2013-02-21,2436.99
2013-02-22,2438.93
2013-02-25,2449.18
2013-02-26,2449.38
2013-02-27,2446.24
2013-02-28,2449.18
2013-03-01,2452.96
2013-03-04,2450.28
2013-03-05,2449.22
2013-03-06,2444.03
2013-03-07,2437.66
2013-03-08,2431.28
2013-03-11,2432.37
2013-03-12,2437.58
2013-03-13,2437.70
2013-03-14,2435.61
2013-03-15,2440.21
2013-03-18,2445.05
2013-03-19,2451.29
2013-03-20,2446.09
2013-03-21,2446.64
2013-03-22,2447.91
2013-03-25,2448.29
2013-03-26,2448.18
2013-03-27,2452.84
2013-03-28,2450.21
2013-03-29,.
2013-03-31,2450.80
2013-04-01,2453.94
2013-04-02,2451.58
2013-04-03,2458.60
2013-04-04,2468.20
2013-04-05,2481.13
2013-04-08,2477.76
2013-04-09,2476.71
2013-04-10,2469.30
